annotator,author,sent_id,text,WRITER-AG,WRITER-PA,EVENT,ASP-EVENT,REP-EVENT,STATE,ORG,LOC,TIME
marco,Q286022,17.0,"Lynn's parents divorced when he was six years old, resulting in his father moving to Denver, Colorado.  (Common)",,,,,,,,,
marco,Q4661494,6.0,"In 2003, The Guardian reported this university as a scam where one could buy a degree for as cheaply as £150 within 28 days.  (Aamir Hussain)",,,,,,,,,
marco,Q5756665,20.0,"She was the founder editor of Adharxila, a monthly literary magazine, published from Guwahati from 2001 to 2002.  (Rita Chowdhury)",She,,founder,,,,of Adharxila,,
marco,Q5756665,20.0,"She was the founder editor of Adharxila, a monthly literary magazine, published from Guwahati from 2001 to 2002.  (Rita Chowdhury)",,Adharxila,,,,published,,from Guwahati,from 2001 to 2002
marco,Q4670213,2.0,He was a professor of Bengali literature at the University of Rajshahi and worked for the government as the Director General of the Bangla Academy from 1986 until his death.  (Abu Hena Mustafa Kamal),He,,,,,professor,at the University of Rajshahi,,
marco,Q4670213,2.0,He was a professor of Bengali literature at the University of Rajshahi and worked for the government as the Director General of the Bangla Academy from 1986 until his death.  (Abu Hena Mustafa Kamal),He,,,,,worked,of the Bangla Academy,,from 1986
marco,Q2820191,8.0,""" It took eight years for Ndione's first novel, La Vie en spirale (Life in a Spiral), to be released in Senegal.  (Abasse Ndione)",,"Ndione's first novel, La Vie en spirale (Life in a Spiral)",released,,,,,in Senegal,
marco,Q5545263,4.0,"Finally, he was appointed as Permanent Representative (Ambassador) of the Syrian Arab Republic to the United Nations.  (George Tomeh)",,he,appointed,,,,to the United Nations,of the Syrian Arab Republic,
marco,Q7198149,3.0,"After the Partition of India in 1947, he continued his studies in Pakistan and received his college degrees from D J Science College in Karachi and BSc (H) from University of Karachi.  (Pirzada Qasim)",he,,,continued,,studies,,in Pakistan,
marco,Q7198149,3.0,"After the Partition of India in 1947, he continued his studies in Pakistan and received his college degrees from D J Science College in Karachi and BSc (H) from University of Karachi.  (Pirzada Qasim)",,he,received,,,,from D J Science College,in Karachi,
marco,Q7198149,3.0,"After the Partition of India in 1947, he continued his studies in Pakistan and received his college degrees from D J Science College in Karachi and BSc (H) from University of Karachi.  (Pirzada Qasim)",,he,received,,,,from University of Karachi,,
marco,Q6507753,27.0,"In the same year, she published a prose piece entitled ""The Gangster We Are All Looking For"" in the Massachusetts Review.  (Le Thi Diem Thuy)",she,,published,,,,in the Massachusetts Review,,In the same year
marco,Q21540402,33.0,"As Sanskrit is the most conservative and least changed of the Indo-Aryan languages, Odia is the conservative and advance updated languages as well that linguists must understand its nature and development.  (Subrat Kumar Prusty)",,,,,,,,,
marco,Q319871,294.0,"Opponents called this network the ""Tuskegee Machine"".  (Booker T. Washington)",,,,,,,,,
marco,Q3503369,10.0,Mehta is an Associate Professor of Journalism at New York University and lives in Manhattan.  (Suketu Mehta),Mehta,,,,,Professor,,at New York University,
marco,Q3503369,10.0,Mehta is an Associate Professor of Journalism at New York University and lives in Manhattan.  (Suketu Mehta),Mehta,,,,,lives,,in Manhattan,
marco,Q4778060,16.0,"In 1960, he obtained a scholarship from the British Council to study printmaking with Anthony Gross for another year.  (Anwar Shemza)",he,,obtained,,,,from the British Council,,In 1960
marco,Q4778060,16.0,"In 1960, he obtained a scholarship from the British Council to study printmaking with Anthony Gross for another year.  (Anwar Shemza)",he,,,,,study,,,
marco,Q3469507,5.0,"He is particularly known in France for his 2003 poem ""Baghdad Mon Amour"" (""Baghdad My Beloved"").  (Salah Al-Hamdani)",,He,,,,known,,in France,
marco,Q3296160,68.0,"The speech received great reception from the Association and black news outlets, ultimately leading Terrell to be invited back as an unofficial (black) ambassador for the Association.  (Mary Church Terrell)",,The speech,received,,,,from the Association,,
marco,Q3296160,68.0,"The speech received great reception from the Association and black news outlets, ultimately leading Terrell to be invited back as an unofficial (black) ambassador for the Association.  (Mary Church Terrell)",,Terrell,leading,,,,,,
marco,Q3296160,68.0,"The speech received great reception from the Association and black news outlets, ultimately leading Terrell to be invited back as an unofficial (black) ambassador for the Association.  (Mary Church Terrell)",,Terrell,invited,,,,for the Association,,
marco,Q955077,52.0,"Riggs's writings were published during the late 1980s and early 1990s in various art and literary journals such as Black American Literature Forum, Art Journal, and High Performance as well as anthologies such as Brother to Brother: Collected Writings by Black Gay Men.  (Marlon Riggs)",,Riggs's writings,,,,published,"in various art and literary journals such as Black American Literature Forum, Art Journal, and High Performance",,during the late 1980s and early 1990s
marco,Q456281,28.0,"Lestrade left Paris in 2002 to live in rural French Normandy, near Alençon.  (Didier Lestrade)",Lestrade,,left,,,,,Paris,in 2002
marco,Q456281,28.0,"Lestrade left Paris in 2002 to live in rural French Normandy, near Alençon.  (Didier Lestrade)",Lestrade,,,,,live,,in rural French Normandy,
marco,Q1050946,6.0,"In the book Words in Your Face: A Guided Tour Through Twenty Years of the New York City Poetry Slam, author Cristin O'Keefe Aptowicz wrote of muMs's time in slam poetry, noting his writing ""was street poetry at its purest.  (muMs da Schemer)",,muMs,,,wrote,,,,
marco,Q1050946,6.0,"In the book Words in Your Face: A Guided Tour Through Twenty Years of the New York City Poetry Slam, author Cristin O'Keefe Aptowicz wrote of muMs's time in slam poetry, noting his writing ""was street poetry at its purest.  (muMs da Schemer)",muMs's,,,,,time,,,
marco,Q1050946,6.0,"In the book Words in Your Face: A Guided Tour Through Twenty Years of the New York City Poetry Slam, author Cristin O'Keefe Aptowicz wrote of muMs's time in slam poetry, noting his writing ""was street poetry at its purest.  (muMs da Schemer)",,his writing,,,noting,,,,
marco,Q213512,150.0,""" Richard Leiby of The Washington Post reported, ""Bill Cosby was anything but politically correct in his remarks Monday night at a Constitution Hall bash commemorating the 50th anniversary of the Brown v. Board of Education decision. (Bill Cosby)",,Bill Cosby,,,reported,,of The Washington Post,,
marco,Q213512,150.0,""" Richard Leiby of The Washington Post reported, ""Bill Cosby was anything but politically correct in his remarks Monday night at a Constitution Hall bash commemorating the 50th anniversary of the Brown v. Board of Education decision. (Bill Cosby)",Bill Cosby,,,,,correct,,,
marco,Q1772341,41.0,"In 1998, Ahlem receives the Naguib Mahfouz literary prize for “Memory of the Flesh"".  (Ahlam Mosteghanemi)",,Ahlem,receives,,,,,,In 1998
marco,Q15430533,1.0,The McKissacks jointly received the biennial American Library Association Coretta Scott King – Virginia Hamilton Award for Lifetime Achievement in 2014 (after Fredrick's death).  (Fredrick McKissack),,The McKissacks,received,,,,the biennial American Library Association Coretta Scott King – Virginia Hamilton Award,,in 2014
marco,Q15430533,1.0,The McKissacks jointly received the biennial American Library Association Coretta Scott King – Virginia Hamilton Award for Lifetime Achievement in 2014 (after Fredrick's death).  (Fredrick McKissack),Fredrick's,,death,,,,,,
marco,Q604927,8.0,Amatmoekrim has also published short stories in De Groene Amsterdammer and Vrij Nederland.  (Karin Amatmoekrim),Amatmoekrim,,published,,,,in De Groene Amsterdammer and Vrij Nederland,,
marco,Q3507232,8.0,"In 1958, she completed Under the Sun, a full-length stage play, which was bought by the Royal Court Theatre in London.  (Sylvia Wynter)",she,,completed,,,,,,In 1958
marco,Q3507232,8.0,"In 1958, she completed Under the Sun, a full-length stage play, which was bought by the Royal Court Theatre in London.  (Sylvia Wynter)",,"Under the Sun, a full-length stage play",bought,,,,by the Royal Court Theatre,in London,
marco,Q13190158,4.0,He currently teaches Quechua and Spanish at New York University.  (Odi Gonzales),He,,,,,teaches,at New York University,,
marco,Q231270,25.0,The series and her sister Kim's popularity led to the Kardashians being able to cash in by endorsing products.  (Khloé Kardashian),,Kardashians,led,,,,,,
marco,Q231270,25.0,The series and her sister Kim's popularity led to the Kardashians being able to cash in by endorsing products.  (Khloé Kardashian),Kardashians,,,,,able,,,
marco,Q231270,25.0,The series and her sister Kim's popularity led to the Kardashians being able to cash in by endorsing products.  (Khloé Kardashian),Kardashians,,cash,,,,,,
marco,Q2734197,2.0,Before the Six-Day War in 1967 he was mainly influenced by Arab nationalism; after the war he joined the Israeli Communist Party.  (Samih al-Qasim),,he,,,,influenced,,,
marco,Q2734197,2.0,Before the Six-Day War in 1967 he was mainly influenced by Arab nationalism; after the war he joined the Israeli Communist Party.  (Samih al-Qasim),he,,joined,,,,the Israeli Communist Party,,
marco,Q1064470,11.0,"Although the play enjoyed a long run, Fuller has said it never played on Broadway because he refused to drop the last line, ""You'll have to get used to Black people being in charge.""  (Charles Fuller)",Fuller,,,,said,played,,on Broadway,
marco,Q1064470,11.0,"Although the play enjoyed a long run, Fuller has said it never played on Broadway because he refused to drop the last line, ""You'll have to get used to Black people being in charge.""  (Charles Fuller)",he,,refused,,,,,,
marco,Q1064470,11.0,"Although the play enjoyed a long run, Fuller has said it never played on Broadway because he refused to drop the last line, ""You'll have to get used to Black people being in charge.""  (Charles Fuller)",he,,drop,,,,,,
marco,Q1064470,11.0,"Although the play enjoyed a long run, Fuller has said it never played on Broadway because he refused to drop the last line, ""You'll have to get used to Black people being in charge.""  (Charles Fuller)",the play,,,,,enjoyed,,,
marco,Q2978433,2.0,"Her book of poetry, Citizen: An American Lyric, won the 2014 Los Angeles Times Book Award, the 2015 National Book Critics Circle Award in Poetry (the first book in the award's history to be nominated in both poetry and criticism), the 2015 Forward Prize for Best Collection, the 2015 Hurston/Wright Legacy Award in Poetry, the 2015 NAACP Image Award in poetry, the 2015 PEN Open Book Award, the 2015 PEN American Center USA Literary Award, the 2015 PEN Oakland-Josephine Miles Literary Award, and the 2015 VIDA Literary Award.  (Claudia Rankine)","Her book of poetry, Citizen: An American Lyric",,won,,,,the 2014 Los Angeles Times Book Award,,
marco,Q4827381,17.0,"In 1990, DuVernay graduated from Saint Joseph High School in Lakewood.  (Ava DuVernay)",DuVernay,,graduated,,,,from Saint Joseph High School,in Lakewood,In 1990
marco,Q21070357,26.0,Abram Hill died in Harlem at the age of 76 in 1986.  (Abram Hill),Abram Hill,,died,,,,,in Harlem,
marco,Q7595813,10.0,"The second of six siblings, Abrams was born to Robert and Carolyn Abrams in Madison, Wisconsin, and raised in Gulfport, Mississippi.  (Stacey Abrams)",,Abrams,born,,,,,"in Madison, Wisconsin",
marco,Q7595813,10.0,"The second of six siblings, Abrams was born to Robert and Carolyn Abrams in Madison, Wisconsin, and raised in Gulfport, Mississippi.  (Stacey Abrams)",,Abrams,raised,,,,,"in Gulfport, Mississippi",
marco,Q155845,118.0,"In Northern Rhodesia (now called Zambia), Achebe found himself sitting in a whites-only section of a bus to Victoria Falls.  (Chinua Achebe)",Achebe,,,,,sitting,,In Northern Rhodesia,
marco,Q155845,118.0,"In Northern Rhodesia (now called Zambia), Achebe found himself sitting in a whites-only section of a bus to Victoria Falls.  (Chinua Achebe)",Achebe,,found,,,,,In Northern Rhodesia,
marco,Q61995846,12.0,"During his training, he set up a group named ""Kovilpatti Study League"" and trained village students for competitive examinations.  (K. Vijayakarthikeyan)",During,,,,,training,,,
marco,Q61995846,12.0,"During his training, he set up a group named ""Kovilpatti Study League"" and trained village students for competitive examinations.  (K. Vijayakarthikeyan)",he,,set,,,,,,
marco,Q61995846,12.0,"During his training, he set up a group named ""Kovilpatti Study League"" and trained village students for competitive examinations.  (K. Vijayakarthikeyan)",he,,,,,trained,,,
marco,Q7831770,4.0,"Born in Falmouth, Massachusetts, she was raised in Fairfield, California in a family with ""deep roots"" in Alabama.  (Tracy K. Smith)",,she,Born,,,,,"in Falmouth, Massachusetts",
marco,Q7831770,4.0,"Born in Falmouth, Massachusetts, she was raised in Fairfield, California in a family with ""deep roots"" in Alabama.  (Tracy K. Smith)",,she,raised,,,,,"in Fairfield, California",
marco,Q3374018,12.0,"In 2017, leaves the command of Big Brother Brazil, after 17 editions.  (Pedro Bial)",,,leaves,,,,of Big Brother Brazil,,In 2017
marco,Q576088,7.0,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",he,,degree,,,,,,in 1956
marco,Q576088,7.0,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",he,,,,,worked,at University College Hospital,London,from 1956 to 1959
marco,Q576088,7.0,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",he,,,,,studied,at University College Hospital,London,from 1956 to 1959
marco,Q576088,7.0,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",,he,awarded,,,,from Cambridge,,1959
marco,Q6236380,3.0,At the age of five and a half he was placed on a boat in Bombay and sent back to Britain where he was brought up by his uncle Donald and aunt Dolly in Whitehaven.  (John Griffith Bowen),,he,placed,,,,,in Bombay,At the age of five and a half
marco,Q6236380,3.0,At the age of five and a half he was placed on a boat in Bombay and sent back to Britain where he was brought up by his uncle Donald and aunt Dolly in Whitehaven.  (John Griffith Bowen),,he,sent,,,,,to Britain,At the age of five and a half
marco,Q6236380,3.0,At the age of five and a half he was placed on a boat in Bombay and sent back to Britain where he was brought up by his uncle Donald and aunt Dolly in Whitehaven.  (John Griffith Bowen),,he,,,,brought,,in Whitehaven,
marco,Q98566636,42.0,He started the Museum of the American Indian and his Heye Foundation in 1916.  (Jacki Thompson Rand),He,,,started,,,the Museum of the American Indian and his Heye Foundation,,in 1916
marco,Q21964902,32.0,"In a separate e-mail to the faculty, Wheaton College Provost Stan Jones said that he has withdrawn charges for firing Professor Hawkins and has asked her for forgiveness in not dealing with her directly.  (Larycia Hawkins)",,Professor Hawkins,firing,,,,,,
marco,Q21964902,32.0,"In a separate e-mail to the faculty, Wheaton College Provost Stan Jones said that he has withdrawn charges for firing Professor Hawkins and has asked her for forgiveness in not dealing with her directly.  (Larycia Hawkins)",,her,forgiveness,,asked,,,,
marco,Q21964902,32.0,"In a separate e-mail to the faculty, Wheaton College Provost Stan Jones said that he has withdrawn charges for firing Professor Hawkins and has asked her for forgiveness in not dealing with her directly.  (Larycia Hawkins)",,her,,,,dealing,,,
marco,Q7022893,8.0,"After graduating from Ho Chi Minh City Pedagogical University, he was a teacher and a member of the Hồ Chí Minh Communist Youth Union.  (Nguyen Nhat Anh)",he,,graduating,,,,from Ho Chi Minh City Pedagogical University,,
marco,Q7022893,8.0,"After graduating from Ho Chi Minh City Pedagogical University, he was a teacher and a member of the Hồ Chí Minh Communist Youth Union.  (Nguyen Nhat Anh)",he,,,,,teacher,,,
marco,Q7022893,8.0,"After graduating from Ho Chi Minh City Pedagogical University, he was a teacher and a member of the Hồ Chí Minh Communist Youth Union.  (Nguyen Nhat Anh)",he,,,,,member,of the Hồ Chí Minh Communist Youth Union,,
marco,Q7154879,89.0,"Roosevelt in turn wrote to Virginia Governor James Hubert Price, asking him to guarantee that the trial was fair; she later persuaded the president to privately request Price to commute the death sentence.  (Pauli Murray)",,,,,,,,,
marco,Q122334,13.0,"This same era also saw his international reputation grow, with invitations to visit both China and Germany, which, among other opportunities, lead to the publication of Was wirklicher ist als Sterben in 1985.  (Hone Tuwhare)",his international reputation,,grow,,,,,,
marco,Q122334,13.0,"This same era also saw his international reputation grow, with invitations to visit both China and Germany, which, among other opportunities, lead to the publication of Was wirklicher ist als Sterben in 1985.  (Hone Tuwhare)",,,visit,,,,,both China and Germany,
marco,Q122334,13.0,"This same era also saw his international reputation grow, with invitations to visit both China and Germany, which, among other opportunities, lead to the publication of Was wirklicher ist als Sterben in 1985.  (Hone Tuwhare)",,of Was wirklicher ist als Sterben,publication,,,,,,in 1985
marco,Q555578,43.0,"On 29 February 2012, a celebration of Chespirito's life and work was held at the Auditorio Nacional.  (Chespirito)",,of Chespirito's,,,,celebration,,,On 29 February 2012
marco,Q7422452,7.0,Her parents had moved to the free state of Ohio in 1820 after her father purchased the whole family's freedom for $900.  (Sarah Jane Woodson Early),the whole family's,,,,,freedom,,,
marco,Q7422452,7.0,Her parents had moved to the free state of Ohio in 1820 after her father purchased the whole family's freedom for $900.  (Sarah Jane Woodson Early),,the whole family's,purchased,,,,,,
marco,Q1042915,13.0,One article in particular reported the landing of the Granma and confirmed that Castro was safe in the Sierra Maestra.  (Carlos Franqui),,,,,,,,,
marco,Q2595739,26.0,"Eliseo Alberto died of complications from a kidney transplant, including heart and respiratory failure, in Mexico City on July 31, 2011, at the age of 59.  (Eliseo Alberto)",Eliseo Alberto,,died,,,,,in Mexico City,"on July 31, 2011"
marco,Q4648199,5.0,"He now works as Public Relations Officer to Minister for Social Welfare, Government of Karnataka and compiles daily puzzles, sometimes with assistance from his wife.  (A. N. Prahlada Rao)",He,,,,,works,Government of Karnataka,,
marco,Q4648199,5.0,"He now works as Public Relations Officer to Minister for Social Welfare, Government of Karnataka and compiles daily puzzles, sometimes with assistance from his wife.  (A. N. Prahlada Rao)",He,,,,,compiles,,,
marco,Q19609699,14.0,"Her second book, Lovers' Choice, continues Birtha's focus upon the experience of marginalized African-American women in such stories as ""Route 23: 10th and Bigler to Bethlehem Pike"", in which a desperate mother takes her children on an all-night public bus ride through the city of Philadelphia in order to keep them warm.  (Becky Birtha)",Birtha's,,,,,focus,,,
marco,Q714,214.0,Rolling Stone named him the ninth greatest singer and fifteenth greatest artist of all time.  (Stevie Wonder),,him,named,,,,Rolling Stone,,
marco,Q3484580,22.0,"For his academic and government service, he received the Presidential Order of Merit award, a Ph.D. honoris causa from the University of Pangasinan and a doctorate degree in public administration from the Polytechnic University of the Philippines.  (Leonardo Quisumbing)",his,,,,,service,,,
marco,Q3484580,22.0,"For his academic and government service, he received the Presidential Order of Merit award, a Ph.D. honoris causa from the University of Pangasinan and a doctorate degree in public administration from the Polytechnic University of the Philippines.  (Leonardo Quisumbing)",,he,received,,,,,,
marco,Q3484580,22.0,"For his academic and government service, he received the Presidential Order of Merit award, a Ph.D. honoris causa from the University of Pangasinan and a doctorate degree in public administration from the Polytechnic University of the Philippines.  (Leonardo Quisumbing)",he,,received,,,,from the University of Pangasinan,,
marco,Q3484580,22.0,"For his academic and government service, he received the Presidential Order of Merit award, a Ph.D. honoris causa from the University of Pangasinan and a doctorate degree in public administration from the Polytechnic University of the Philippines.  (Leonardo Quisumbing)",,he,received,,,,from the Polytechnic University of the Philippines,,
marco,Q7308811,6.0,"McKnight has had two extended stays in Africa, teaching English in Dakar, Senegal, from 1981 to 1982, and another in 1985 as part of a Thomas J. Watson Fellowship.  (Reginald McKnight)",McKnight,,,,,stays,,in Africa,
marco,Q7308811,6.0,"McKnight has had two extended stays in Africa, teaching English in Dakar, Senegal, from 1981 to 1982, and another in 1985 as part of a Thomas J. Watson Fellowship.  (Reginald McKnight)",McKnight,,,,,teaching,,"in Dakar, Senegal",from 1981 to 1982
marco,Q7308811,6.0,"McKnight has had two extended stays in Africa, teaching English in Dakar, Senegal, from 1981 to 1982, and another in 1985 as part of a Thomas J. Watson Fellowship.  (Reginald McKnight)",McKnight,,,,,part,,,in 1985
marco,Q7308811,6.0,"McKnight has had two extended stays in Africa, teaching English in Dakar, Senegal, from 1981 to 1982, and another in 1985 as part of a Thomas J. Watson Fellowship.  (Reginald McKnight)",McKnight,,,,,Fellowship,,,in 1985
marco,Q7333281,15.0,"In an official statement, NICC denied it was familiar with Rifqa Bary or her family and stated that their records showed she attended the cultural center's Sunday School only three times in 2007.  (Rifqa Bary)",,with Rifqa Bary,,,denied,familiar,NICC,,
marco,Q7333281,15.0,"In an official statement, NICC denied it was familiar with Rifqa Bary or her family and stated that their records showed she attended the cultural center's Sunday School only three times in 2007.  (Rifqa Bary)",,she,,,stated,showed,NICC,,
marco,Q7333281,15.0,"In an official statement, NICC denied it was familiar with Rifqa Bary or her family and stated that their records showed she attended the cultural center's Sunday School only three times in 2007.  (Rifqa Bary)",she,,,,,attended,the cultural center's Sunday School,,in 2007
marco,Q2396294,1.0,She holds a degree in Arabic Studies from the University of Barcelona.  (Najat El Hachmi),She,,,,,holds,from the University of Barcelona,,
marco,Q16018811,1.0,On 16 October 2010 Masud Husain Khan died in Aligarh from Parkinson's disease.  (Masud Husain Khan),Masud Husain Khan,,died,,,,,in Aligarh,On 16 October 2010
marco,Q3186238,1.0,"He was one of the founders of Teatro Oficina, an innovative and politically active theater company associated with the 1960s Tropicalismo movement.  (José Celso Martinez Corrêa)",He,founders,,,,,,of Teatro Oficina,
marco,Q3186238,1.0,"He was one of the founders of Teatro Oficina, an innovative and politically active theater company associated with the 1960s Tropicalismo movement.  (José Celso Martinez Corrêa)",,Teatro Oficina,,,,associated,,,1960s
marco,Q16093343,0.0,Carlos Eduardo Jaramillo Castillo (born 1932 in Loja) is an Ecuadorian poet.  (Carlos Eduardo Jaramillo),,Carlos Eduardo Jaramillo Castillo,born,,,,,in Loja,1932
marco,Q16093343,0.0,Carlos Eduardo Jaramillo Castillo (born 1932 in Loja) is an Ecuadorian poet.  (Carlos Eduardo Jaramillo),Carlos Eduardo Jaramillo Castillo,,,,,poet,,,
marco,Q5181038,3.0,"Hickman was elected to the Maine Senate in a 2021 special election, succeeding Shenna Bellows.  (Craig Hickman)",,Hickman,elected,,,,to the Maine Senate,,in a 2021
marco,Q5181038,3.0,"Hickman was elected to the Maine Senate in a 2021 special election, succeeding Shenna Bellows.  (Craig Hickman)",Hickman,,succeeding,,,,,,
marco,Q618233,68.0,", which was produced by her own production company, Wendy Williams Productions.  (Wendy Williams)",by her own production company,,produced,,,,,,
marco,Q231690,283.0,"According to Ambedkar, the Rig Veda says Aryans, Dāsa and Dasyus were competing religious groups, not different peoples.  (Bhimrao Ramji Ambedkar)",,,,,,,,,
marco,Q29764394,6.0,"She received her education from St. Anne’s Senior Secondary School, Roorkee and Banasthali Vidyapeeth, Rajasthan.  (Anuradha Bhattacharyya)",,She,,,,received,from St. Anne’s Senior Secondary School,Roorkee,
marco,Q1285090,19.0,He was appointed Secretary-General of the Seventh Non-aligned Summit in New Delhi held in 1983 and Chief Coordinator of the Commonwealth Heads of Government Meeting (CHOGM) in New Delhi in the same year.  (K. Natwar Singh),,He,appointed,,,,of the Seventh Non-aligned Summit,in New Delhi,in 1983
marco,Q1285090,19.0,He was appointed Secretary-General of the Seventh Non-aligned Summit in New Delhi held in 1983 and Chief Coordinator of the Commonwealth Heads of Government Meeting (CHOGM) in New Delhi in the same year.  (K. Natwar Singh),,He,appointed,,,,of the Commonwealth Heads of Government Meeting (CHOGM),in New Delhi,in 1983
marco,Q5561243,2.0,He moved to the United States and wrote a book about his survival.  (Gilbert Tuhabonye),He,,moved,,,,,to the United States,
marco,Q5561243,2.0,He moved to the United States and wrote a book about his survival.  (Gilbert Tuhabonye),He,,wrote,,,,,,
marco,Q106225516,11.0,"When Senadjki took over in the editorial staff of El Khabar in 1995, this daily then became the privileged source of information for all international press agencies during the Algerian security crisis.  (Othmane Senadjki)",Senadjki,,took,,,,of El Khabar,,in 1995
marco,Q24960893,7.0,"In the early 1950s, he traveled to Spain to study political science and economics at the Central University of Madrid.  (Walter Béneke)",he,,traveled,,,,,to Spain,In the early 1950s
marco,Q24960893,7.0,"In the early 1950s, he traveled to Spain to study political science and economics at the Central University of Madrid.  (Walter Béneke)",he,,,,,study,at the Central University of Madrid,,In the early 1950s
marco,Q536397,1.0,"She was born in Cape Coast, Ghana, where she attended Wesley Girls' High School.  (Efua Dorkenoo)",,She,born,,,,,"in Cape Coast, Ghana",
marco,Q536397,1.0,"She was born in Cape Coast, Ghana, where she attended Wesley Girls' High School.  (Efua Dorkenoo)",She,,,,,attended,Wesley Girls' High School,in Cape Coast,
marco,Q3694876,1.0,He is considered to be one of the finest modern poets of Urdu gazal.  (Ghulam Muhammad Qasir),,He,,,considered,poets,,,
marco,Q3292853,13.0,"Her husband, Pierre Chauvet, travelled to Haiti and bought all the copies of the book he could find.  (Marie Vieux-Chauvet)",,,,,,,,,
marco,Q5989792,4.0,"Between 1943 and 1944, Idrus wrote six short stories that were eventually published in the collection Corat-Coret di Bawah Tanah (Underground Markings).  (Idrus)",Idrus,,,,,wrote,,,Between 1943 and 1944
marco,Q5989792,4.0,"Between 1943 and 1944, Idrus wrote six short stories that were eventually published in the collection Corat-Coret di Bawah Tanah (Underground Markings).  (Idrus)",,six short stories,eventually,,,,,,
marco,Q24809972,18.0,"He established radiofrequency ablation facility in 1992 at AIIMS as a therapeutic procedure for remedying Cardiac arrhythmia and three years later, he introduced Implantable cardioverter-defibrillator implantation procedure in 1995, the first time the procedure was performed in South Asia.  (K. K. Talwar)",He,,established,,,,at AIIMS,,in 1992
marco,Q24809972,18.0,"He established radiofrequency ablation facility in 1992 at AIIMS as a therapeutic procedure for remedying Cardiac arrhythmia and three years later, he introduced Implantable cardioverter-defibrillator implantation procedure in 1995, the first time the procedure was performed in South Asia.  (K. K. Talwar)",he,,introduced,,,,,in South Asia,in 1995
marco,Q4772848,28.0,"In 2019, his third novel, The Frequency of Magic was published, also by Peepal Tree Press.  (Anthony Joseph)",,"is third novel, The Frequency of Magic",published,,,,by Peepal Tree Press,,In 2019
marco,Q3456446,104.0,"His publications about beekeeping, including the book ""Your guide to beekeeping"" - Arabic, were considered the first scientific releases about apiculture in Lebanon.  (Rami Ollaik)",His publications,,,,considered,releases,,in Lebanon,
marco,Q707156,127.0,It was a year in which other FBI informants had been discovered in AIM.  (Ward Churchill),,,,,,,,,
marco,Q7923854,68.0,"In 2006, he declared that he would return the National Award if Telugu is not given the status of Classical Language by the Government of India.  (Veturi Sundararama Murthy)",he,,return,,declared,,the National Award,,In 2006
marco,Q5879701,8.0,"She has also dedicated herself to teaching, working for several years as a professor of literature at the Universidad Católica, where she eventually directed the School of Letters.  (Gilda Holst)",She,,,,,dedicated,,,
marco,Q5879701,8.0,"She has also dedicated herself to teaching, working for several years as a professor of literature at the Universidad Católica, where she eventually directed the School of Letters.  (Gilda Holst)",She,,,,,teaching,at the Universidad Católica,,
marco,Q5879701,8.0,"She has also dedicated herself to teaching, working for several years as a professor of literature at the Universidad Católica, where she eventually directed the School of Letters.  (Gilda Holst)",she,,,,,directed,t the Universidad Católica,,
marco,Q1046980,160.0,"Paramilitary groups such as the Red Shirts continued to suppress black voting in the Carolinas, especially in the upland counties.  (Martin R. Delany)",,,,,,,,,
marco,Q5529165,2.0,"He got his early education from Kashipur School, and completed his matriculation examination from Bogra Zilla School in 1946.  (Gaziul Haque)",He,,,,,got,from Kashipur School,,
marco,Q5529165,2.0,"He got his early education from Kashipur School, and completed his matriculation examination from Bogra Zilla School in 1946.  (Gaziul Haque)",He,,examination,completed,,,from Bogra Zilla School,,in 1946
marco,Q733091,14.0,"In April 2011 the artistic director of Théâtre du Nouveau Monde, Lorraine Pintal, announced that Cantat would not be performing in Chœurs in Canada, though he did tour with the production in France, Belgium and Switzerland.  (Wajdi Mouawad)",,,,,,,,,
marco,Q550521,38.0,"She was a journalist at the Herald Tribune, where she wrote her own fashion column, ""Monica"".  (Chester Himes)",She,,,,,journalist,at the Herald Tribune,,
marco,Q550521,38.0,"She was a journalist at the Herald Tribune, where she wrote her own fashion column, ""Monica"".  (Chester Himes)",she,,,,,wrote,at the Herald Tribune,,
marco,Q8015558,25.0,"On December 15, 1962, only 8 months after they met again at the Penn Relays, Kelley married Karen Gibson, a young woman from Chicago who was studying art at Sarah Lawrence College to become a painter (She was later to be known by the first name Aiki).  (William Melvin Kelley)",Kelley,,married,,,,,,"On December 15, 1962"
marco,Q8015558,25.0,"On December 15, 1962, only 8 months after they met again at the Penn Relays, Kelley married Karen Gibson, a young woman from Chicago who was studying art at Sarah Lawrence College to become a painter (She was later to be known by the first name Aiki).  (William Melvin Kelley)",they,,met,,,,,at the Penn Relays,8 months after
marco,Q3127440,16.0,""" In 1965, he published a novel based on his experiences in the Marine Corps at the last black Marine Corps Recruit Depot at Montford Point called A Chosen Few.  (Hari Rhodes)",he,,published,,,,,,In 1965
