author,sent_id,text,ARGx-LOC,STATE,TIME,WRITER-ARG0,REP-EVENT,EVENT,ARGx-ORG,ASP-EVENT,WRITER-ARGx,lemma
Q10800084,3,Xuân Vinh attended the French Air Force Academy at Salon de Provence where he specialized in Aeronautical Engineering.  (Nguyen Xuan Vinh),at Salon de Provence,attended,,Xuân Vinh,,,the French Air Force Academy,,,attend
Q10800084,3,Xuân Vinh attended the French Air Force Academy at Salon de Provence where he specialized in Aeronautical Engineering.  (Nguyen Xuan Vinh),,,,he,,specialized,French Air Force Academy,,,specialize
Q6167564,20,Kaikini received the Karnataka Sahitya Academy award for his first poetry collection at the age of nineteen in 1974.  (Jayant Kaikini),,,in 1974,,,received,the Karnataka Sahitya Academy award,,Kaikini,receive
Q28810197,24,"The new government, created by the Sandinista National Liberation Front (Spanish: Frente Sandinista de Liberación Nacional (FSLN)) had her make an inventory of the library's holdings and the Ministry of Culture had her establish libraries in the towns of Pearl Lagoon and Kukra Hill.  (June Beer)",in the towns of Pearl Lagoon and Kukra Hill,,,,,establish,,,her,establish
Q28810197,24,"The new government, created by the Sandinista National Liberation Front (Spanish: Frente Sandinista de Liberación Nacional (FSLN)) had her make an inventory of the library's holdings and the Ministry of Culture had her establish libraries in the towns of Pearl Lagoon and Kukra Hill.  (June Beer)",,,,,,had,,,her,have
Q28810197,24,"The new government, created by the Sandinista National Liberation Front (Spanish: Frente Sandinista de Liberación Nacional (FSLN)) had her make an inventory of the library's holdings and the Ministry of Culture had her establish libraries in the towns of Pearl Lagoon and Kukra Hill.  (June Beer)",,,,,,had,,,her,have
Q28810197,24,"The new government, created by the Sandinista National Liberation Front (Spanish: Frente Sandinista de Liberación Nacional (FSLN)) had her make an inventory of the library's holdings and the Ministry of Culture had her establish libraries in the towns of Pearl Lagoon and Kukra Hill.  (June Beer)",,,,her,,make,,,,make
Q22005818,60,"The Government of India awarded him with the civilian honour of the Padma Shri in 2006 and the Mizo Academy of Letters honoured him again in 2010, with the Pu Buanga Award, the highest literary award of the Academy, given once in five years.  (Laltluangliana Khiangte)",in 2006,,,,,awarded,The Government of India,,him,award
Q22005818,60,"The Government of India awarded him with the civilian honour of the Padma Shri in 2006 and the Mizo Academy of Letters honoured him again in 2010, with the Pu Buanga Award, the highest literary award of the Academy, given once in five years.  (Laltluangliana Khiangte)",,,in 2010,,,honoured,the Mizo Academy of Letters,,him,honour
Q380664,17,"He died on a flight from Amsterdam to South Africa from Belgium, where he had received an honorary doctorate from the Belgian Francophone Université Catholique de Louvain.  (André Brink)",,,,He,,died,,,,die
Q380664,17,"He died on a flight from Amsterdam to South Africa from Belgium, where he had received an honorary doctorate from the Belgian Francophone Université Catholique de Louvain.  (André Brink)",Belgium,,,,,received,from the Belgian Francophone Université Catholique de Louvain,,he,receive
Q968182,9,"Budi's return to Indonesia was followed by a succession of notable appointments: between the years 1984-1987 he was appointed Dean of the English Department of the State University of Surabaya (formerly IKIP Surabaya), became a member of the Arts Council, and Rector of the Surabaya Teachers' Training College.  (Budi Darma)",to Indonesia,,,Budi's,,return,,,,return
Q968182,9,"Budi's return to Indonesia was followed by a succession of notable appointments: between the years 1984-1987 he was appointed Dean of the English Department of the State University of Surabaya (formerly IKIP Surabaya), became a member of the Arts Council, and Rector of the Surabaya Teachers' Training College.  (Budi Darma)",,,between the years 1984-1987,,,appointed,of the State University of Surabaya,,he,appoint
Q7376462,7,"He graduated from the Conservatory of Music ""Juan Manuel Olivares"" in Caracas, Venezuela as a Professor of Singing.  (Rubén Cedeño)","in Caracas, Venezuela",,,He,,graduated,"from the Conservatory of Music ""Juan Manuel Olivares""",,,graduate
Q64929797,111,""" In March 2021, Winston Marshall, banjoist and founding member of the British folk rock band Mumford & Sons, posted on Twitter to Ngo, ""Finally had the time to read your important book.  (Andy Ngo)",,,,,,posted,,,to Ngo,post
Q292175,2,"She was born and raised in a remote Alaskan village near Fort Yukon, approximately 200 km (120 mi) northeast of Fairbanks.  (Velma Wallis)",in a remote Alaskan village near Fort Yukon,,,,,born,,,She,bear
Q292175,2,"She was born and raised in a remote Alaskan village near Fort Yukon, approximately 200 km (120 mi) northeast of Fairbanks.  (Velma Wallis)",in a remote Alaskan village near Fort Yukon,raised,,,,,,,She,raise
Q56253813,1,He lived in Kanpur and was a retired government servant.  (Giriraj Kishore),in Kanpur,lived,,He,,,,,,live
Q17183685,25,"Bright attended Philadelphia public schools: first Stanton Public School, and then William Penn High, where she obtained a diploma as a grade school teacher with a special certificate in sewing.  (Nellie Rathbone Bright)",Philadelphia,attended,,Bright,,,Stanton Public School,,,attend
Q17183685,25,"Bright attended Philadelphia public schools: first Stanton Public School, and then William Penn High, where she obtained a diploma as a grade school teacher with a special certificate in sewing.  (Nellie Rathbone Bright)",,,,she,,obtained,William Penn High,,,obtain
Q105839807,11,She taught classes in real estate and property and worked also as a faculty adviser for Res Ipsa Loquitur (since 1994 as Georgetown Law Journal) - a student newspaper and alumni magazine of Georgetown University.  (Mabel Dole Haden),,taught,,She,,,,,,teach
Q105839807,11,She taught classes in real estate and property and worked also as a faculty adviser for Res Ipsa Loquitur (since 1994 as Georgetown Law Journal) - a student newspaper and alumni magazine of Georgetown University.  (Mabel Dole Haden),,worked,,She,,,for Res Ipsa Loquitur (since 1994 as Georgetown Law Journal),,,work
Q6929594,17,The Government of India awarded her the fourth highest civilian honour of Padma Shri in 2006.  (Mrinal Pande),,,in 2006,,,awarded,The Government of India,,her,award
Q544296,23,"Appointed by Patriarch Maximos V as president of the Patriarchal Liturgical Commission, he edited the Anthologion, the prayer book or breviary of the Melkite Greek Catholic Church  and The Book of the Liturgies, an updated compendium of the Divine Liturgy.  (Gregory III Laham)",,,,,,Appointed,of the Patriarchal Liturgical Commission,,he,appoint
Q544296,23,"Appointed by Patriarch Maximos V as president of the Patriarchal Liturgical Commission, he edited the Anthologion, the prayer book or breviary of the Melkite Greek Catholic Church  and The Book of the Liturgies, an updated compendium of the Divine Liturgy.  (Gregory III Laham)",,,,he,,edited,,,,edit
Q2892092,44,"The Lady Chablis died on September 8, 2016, from Pneumocystis pneumonia, aged 59, at Savannah's Candler Hospital.  (The Lady Chablis)",,,"on September 8, 2016",The Lady Chablis,,died,at Savannah's Candler Hospital,,,die
Q441836,20,"She played Detective Samantha Baker in the first two seasons of the medical drama television series Body of Proof with Dana Delany and Jeri Ryan, which premiered on ABC on March 29, 2011.  (Sonja Sohn)",,played,,She,,,,,,play
Q441836,20,"She played Detective Samantha Baker in the first two seasons of the medical drama television series Body of Proof with Dana Delany and Jeri Ryan, which premiered on ABC on March 29, 2011.  (Sonja Sohn)",,,"on March 29, 2011",the medical drama television series Body of Proof,,premiered,on ABC,,,premiere
Q16211232,66,"More recently, West served as an adjunct professor of English and Philosophy at Houston Community College, and in the summer of 2011, joined distinguished faculty with the Washington National Cathedral Scholars Program where he taught a 6-week blog-based social justice/activism course.  (Tim'm T. West)",,served,,West,,,at Houston Community College,,,serve
Q16211232,66,"More recently, West served as an adjunct professor of English and Philosophy at Houston Community College, and in the summer of 2011, joined distinguished faculty with the Washington National Cathedral Scholars Program where he taught a 6-week blog-based social justice/activism course.  (Tim'm T. West)",,,in the summer of 2011,West,,joined,with the Washington National Cathedral Scholars Program,,,join
Q16211232,66,"More recently, West served as an adjunct professor of English and Philosophy at Houston Community College, and in the summer of 2011, joined distinguished faculty with the Washington National Cathedral Scholars Program where he taught a 6-week blog-based social justice/activism course.  (Tim'm T. West)",Washington National Cathedral,taught,,he,,,,,,teach
Q6173051,4,"He was a member of the Ibero-American Institute of Aeronautical and Space Law in Madrid, but throughout his life worked at the Institute of Civil Aeronautics of Cuba.   (Ángel Arango)",of Cuba,worked,,He,,,at the Institute of Civil Aeronautics,,,work
Q10352345,63,"In 1968, Sarkar founded the organisation ""Proutist Block of India"" (PBI), to further the ideals of his theory through political and social action.  (Prabhat Rainjan Sarkar)",,,In 1968,Sarkar,,founded,"the organisation ""Proutist Block of India"" (PBI)",,,found
Q6323682,36,During his tenure he traveled widely across India promoting the principles of sustainable agriculture.  (K. Nammalvar),,tenure,,his,,,,,,tenure
Q6323682,36,During his tenure he traveled widely across India promoting the principles of sustainable agriculture.  (K. Nammalvar),across India,traveled,,he,,,,,,travel
Q6323682,36,During his tenure he traveled widely across India promoting the principles of sustainable agriculture.  (K. Nammalvar),across India,promoting,,he,,,,,,promote
Q2508883,3,"Wesley grew up in Ashford, Connecticut.  (Valerie Wilson Wesley)","in Ashford, Connecticut",grew,,Wesley,,,,,,grow
Q5515838,8,"Although Village in Uhuru was written and first published in English, Ruhumbika decided to write all of his subsequent novels in Swahili, a decision similar to that of Kenyan writer Ngũgĩ wa Thiong'o. His Swahili-language novels, which mainly cover the Pan-African Uhuru Movement, include Miradi Bubu ya Wazalendo (Invisible Enterprises of the Patriots, 1991) and Janga Sugu la Wazawa (Everlasting Doom for the Children of the Land, 2002).  (Gabriel Ruhumbika)",,,,,,written,,,Village in Uhuru,write
Q5515838,8,"Although Village in Uhuru was written and first published in English, Ruhumbika decided to write all of his subsequent novels in Swahili, a decision similar to that of Kenyan writer Ngũgĩ wa Thiong'o. His Swahili-language novels, which mainly cover the Pan-African Uhuru Movement, include Miradi Bubu ya Wazalendo (Invisible Enterprises of the Patriots, 1991) and Janga Sugu la Wazawa (Everlasting Doom for the Children of the Land, 2002).  (Gabriel Ruhumbika)",,,,,,published,,,Village in Uhuru,publish
Q5515838,8,"Although Village in Uhuru was written and first published in English, Ruhumbika decided to write all of his subsequent novels in Swahili, a decision similar to that of Kenyan writer Ngũgĩ wa Thiong'o. His Swahili-language novels, which mainly cover the Pan-African Uhuru Movement, include Miradi Bubu ya Wazalendo (Invisible Enterprises of the Patriots, 1991) and Janga Sugu la Wazawa (Everlasting Doom for the Children of the Land, 2002).  (Gabriel Ruhumbika)",,,,Ruhumbika,,decided,,,,decide
Q5515838,8,"Although Village in Uhuru was written and first published in English, Ruhumbika decided to write all of his subsequent novels in Swahili, a decision similar to that of Kenyan writer Ngũgĩ wa Thiong'o. His Swahili-language novels, which mainly cover the Pan-African Uhuru Movement, include Miradi Bubu ya Wazalendo (Invisible Enterprises of the Patriots, 1991) and Janga Sugu la Wazawa (Everlasting Doom for the Children of the Land, 2002).  (Gabriel Ruhumbika)",,,,Ruhumbika,,write,,,,write
Q5515838,8,"Although Village in Uhuru was written and first published in English, Ruhumbika decided to write all of his subsequent novels in Swahili, a decision similar to that of Kenyan writer Ngũgĩ wa Thiong'o. His Swahili-language novels, which mainly cover the Pan-African Uhuru Movement, include Miradi Bubu ya Wazalendo (Invisible Enterprises of the Patriots, 1991) and Janga Sugu la Wazawa (Everlasting Doom for the Children of the Land, 2002).  (Gabriel Ruhumbika)",,cover,,His Swahili-language novels,,,the Pan-African Uhuru Movement,,,cover
Q5515838,8,"Although Village in Uhuru was written and first published in English, Ruhumbika decided to write all of his subsequent novels in Swahili, a decision similar to that of Kenyan writer Ngũgĩ wa Thiong'o. His Swahili-language novels, which mainly cover the Pan-African Uhuru Movement, include Miradi Bubu ya Wazalendo (Invisible Enterprises of the Patriots, 1991) and Janga Sugu la Wazawa (Everlasting Doom for the Children of the Land, 2002).  (Gabriel Ruhumbika)",,include,,His Swahili-language novels,,,,,,include
Q2748105,3,"He was awarded the Spanish National Cross of Merit in 2003, and the Pablo Neruda prize for literature in 2004.  (Mohamed Sibari)",,,in 2003,,,awarded,,,He,award
Q16751568,17,Singh debuted with a crime thriller Flirting With Fate released by Mahaveer Publishers in 2012.   (Preeti Singh),,,in 2012,Singh,,debuted,,,,debut
Q16751568,17,Singh debuted with a crime thriller Flirting With Fate released by Mahaveer Publishers in 2012.   (Preeti Singh),,,in 2012,,,released,by Mahaveer Publishers,,crime thriller Flirting With Fate,release
Q1285526,17,Bello later joined the Akbayan Citizens' Action Party and became a member of congress in 2010.  (Walden Bello),,,,Bello,,joined,the Akbayan Citizens' Action Party,,,join
Q7490629,19,"His 100th and 200th astavadhanas were also performed at Kolar, his native place.  (Shatavadhani Ganesh)",at Kolar,,,,,performed,,,100th and 200th astavadhanas,perform
Q6577509,11,He won the writing competition organized by Elmar Huseynov Foundation.  (Seymur Baycan),,,,He,,won,by Elmar Huseynov Foundation,,,win
Q60609251,2,"Isaac was born and raised in Mexico City, in a Jewish family.  (Isaac Ezban)",in Mexico City,,,,,born,,,Isaac,bear
Q60609251,2,"Isaac was born and raised in Mexico City, in a Jewish family.  (Isaac Ezban)",in Mexico City,raised,,,,,,,Isaac,raise
Q3331964,3,"In 2008, he received a scholarship-prize from the Brazilian National Library Foundation and, in 2009, was poet-in-residence in Monsanto, Portugal.  (Márcio-André de Sousa Haz)",,,In 2008,,,received,from the Brazilian National Library Foundation,,he,receive
Q19668724,14,"Olisakwe was selected as one of the 39 most promising writers under the age of 40 from Sub-Saharan Africa and the diaspora, in the Africa39 project – a Hay Festival and Rainbow Book Club initiative in celebration of the UNESCO World Book Capital 2014 – and is included in the anthology Africa39: New Writing from Africa South of the Sahara (edited by Ellah Allfrey).  (Ukamaka Olisakwe)",,,,,,selected,,,Olisakwe,select
Q19668724,14,"Olisakwe was selected as one of the 39 most promising writers under the age of 40 from Sub-Saharan Africa and the diaspora, in the Africa39 project – a Hay Festival and Rainbow Book Club initiative in celebration of the UNESCO World Book Capital 2014 – and is included in the anthology Africa39: New Writing from Africa South of the Sahara (edited by Ellah Allfrey).  (Ukamaka Olisakwe)",from Sub-Saharan Africa,writers,,Olisakwe,,,,,,writer
Q19668724,14,"Olisakwe was selected as one of the 39 most promising writers under the age of 40 from Sub-Saharan Africa and the diaspora, in the Africa39 project – a Hay Festival and Rainbow Book Club initiative in celebration of the UNESCO World Book Capital 2014 – and is included in the anthology Africa39: New Writing from Africa South of the Sahara (edited by Ellah Allfrey).  (Ukamaka Olisakwe)",,included,,,,,,,Olisakwe,include
Q3611679,86,She was made an honorary member of Delta Sigma Theta sorority.  (Alice Dunbar Nelson),,,,,,made,,,She,make
Q3629539,2,"He became the youngest recipient of the Sahitya Akademi Award in 1967, given by the Sahitya Akademi (India's National Academy of Letters), for his epic verse play based on the ancient legend of Puran Bhagat, Loona (1965), now considered a masterpiece in modern Punjabi literature, and which also created a new genre, of modern Punjabi kissa.  (Shiv Kumar Batalvi)",,recipient,in 1967,He,,,,became,,recipient
Q3629539,2,"He became the youngest recipient of the Sahitya Akademi Award in 1967, given by the Sahitya Akademi (India's National Academy of Letters), for his epic verse play based on the ancient legend of Puran Bhagat, Loona (1965), now considered a masterpiece in modern Punjabi literature, and which also created a new genre, of modern Punjabi kissa.  (Shiv Kumar Batalvi)",,masterpiece,,,considered,,,,his epic verse play,masterpiece
Q3629539,2,"He became the youngest recipient of the Sahitya Akademi Award in 1967, given by the Sahitya Akademi (India's National Academy of Letters), for his epic verse play based on the ancient legend of Puran Bhagat, Loona (1965), now considered a masterpiece in modern Punjabi literature, and which also created a new genre, of modern Punjabi kissa.  (Shiv Kumar Batalvi)",,,,his epic verse play,,created,,,,create
Q23893509,1,"Born in Recife, Batalha was raised in Rio de Janeiro She studied Journalism at the Pontifical Catholic University of Rio de Janeiro, has a master's degree in Brazilian Literature for the same university and one in Publishing by the New York University, having received the Oscar Dystel fellowship in 2009.  (Martha Batalha)","in Recife, Batalha",,,,,Born,,,She,bear
Q23893509,1,"Born in Recife, Batalha was raised in Rio de Janeiro She studied Journalism at the Pontifical Catholic University of Rio de Janeiro, has a master's degree in Brazilian Literature for the same university and one in Publishing by the New York University, having received the Oscar Dystel fellowship in 2009.  (Martha Batalha)",in Rio de Janeiro,raised,,,,,,,She,raise
Q23893509,1,"Born in Recife, Batalha was raised in Rio de Janeiro She studied Journalism at the Pontifical Catholic University of Rio de Janeiro, has a master's degree in Brazilian Literature for the same university and one in Publishing by the New York University, having received the Oscar Dystel fellowship in 2009.  (Martha Batalha)",,studied,,She,,,at the Pontifical Catholic University of Rio de Janeiro,,,study
Q23893509,1,"Born in Recife, Batalha was raised in Rio de Janeiro She studied Journalism at the Pontifical Catholic University of Rio de Janeiro, has a master's degree in Brazilian Literature for the same university and one in Publishing by the New York University, having received the Oscar Dystel fellowship in 2009.  (Martha Batalha)",,has,,She,,,the Pontifical Catholic University of Rio de Janeiro,,,have
Q23893509,1,"Born in Recife, Batalha was raised in Rio de Janeiro She studied Journalism at the Pontifical Catholic University of Rio de Janeiro, has a master's degree in Brazilian Literature for the same university and one in Publishing by the New York University, having received the Oscar Dystel fellowship in 2009.  (Martha Batalha)",,has,,She,,,by the New York University,,,have
Q23893509,1,"Born in Recife, Batalha was raised in Rio de Janeiro She studied Journalism at the Pontifical Catholic University of Rio de Janeiro, has a master's degree in Brazilian Literature for the same university and one in Publishing by the New York University, having received the Oscar Dystel fellowship in 2009.  (Martha Batalha)",,,in 2009,,,received,,,She,receive
Q327992,1,"He was born in Ghana and currently resides in Degenfeld, Germany.  (Meshack Asare)",in Ghana,,,,,born,,,He,bear
Q327992,1,"He was born in Ghana and currently resides in Degenfeld, Germany.  (Meshack Asare)","in Degenfeld, Germany",resides,,He,,,,,,reside
Q3812755,0,"Ram Sarup Ankhi (28 August 1932 - 14 February 2010) was an Indian writer, poet, and novelist who wrote in Punjabi.  (Ram Sarup Ankhi)",,writer,,Ram Sarup Ankhi,,,,,,writer
Q3812755,0,"Ram Sarup Ankhi (28 August 1932 - 14 February 2010) was an Indian writer, poet, and novelist who wrote in Punjabi.  (Ram Sarup Ankhi)",,wrote,,Ram Sarup Ankhi,,,,,,write
Q2627089,8,"In the same year, she went to the United States to attend Wright State University, where she received a master's degree.  (Chitra Banerjee Divakaruni)",to the United States,,In the same year,she,,went,,,,go
Q2627089,8,"In the same year, she went to the United States to attend Wright State University, where she received a master's degree.  (Chitra Banerjee Divakaruni)",,attend,,she,,,Wright State University,,,attend
Q2627089,8,"In the same year, she went to the United States to attend Wright State University, where she received a master's degree.  (Chitra Banerjee Divakaruni)",,,,,,received,Wright State University,,she,receive
Q13847975,42,"During that same event, he was also given the Osagyefo Lifetime Achievement Award by the Ghana Academy of Film and Television Arts (GAFTA).  (Kwaw Ansah)",,,,,,given,by the Ghana Academy of Film and Television Arts (GAFTA),,he,give
Q45747,228,"Viswanathan Anand participated in several high-level tournaments in 2017 including the World Rapid and Blitz Championship, the Isle of Man Championship, the Norway chess tournament, the Zurich Chess Challenge, the Leon Chess Masters Rapid Tournament and the FIDE World Cup, to which he returned after fifteen years.  (Viswanathan Anand)",,participated,in 2017,Viswanathan Anand,,,,,,participate
Q2723263,4,Bhagat joined L. D. Arts College as a lecturer.  (Niranjan Bhagat),,,,Bhagat,,joined,L. D. Arts College,,,join
Q3701303,10,In the second half of the 1990s he taught Ethics and the Deontology of the Media at the Università Cattolica del Sacro Cuore in Milan.  (Dario Edoardo Viganò),in Milan,taught,In the second half of the 1990s,he,,,at the Università Cattolica del Sacro Cuore,,,teach
Q21064584,32,In 2019 she published its sequel Уулсын Домог Хотулун (Khutulun; The Legend of the Hills).   (Baatarsuren Shuudertsetseg),,,In 2019,she,,published,,,,publish
Q23893096,4,"Some sources give her birthplace as Miracema, while other sources say that she was born in Rio de Janeiro and moved to Miracema when she was very young.  (Maria Alice Barroso)",in Rio de Janeiro,,,,say,born,,,she,bear
Q23893096,4,"Some sources give her birthplace as Miracema, while other sources say that she was born in Rio de Janeiro and moved to Miracema when she was very young.  (Maria Alice Barroso)",to Miracema,,,she,,moved,,,,move
Q3595359,19,"His most celebrated work, Khwab Ke dar band hain, arrived in 1987, which also won him the Sahitya Akademi Award in Urdu for that year.  (Akhlaq Mohammed Khan)",,,in 1987,"His most celebrated work, Khwab Ke dar band hain",,arrived,,,,arrive
Q1988375,12,"Before 2014, he regularly visited Moscow.  (Oleh Skrypka)",Moscow,visited,Before 2014,he,,,,,,visit
Q28535116,1,He lives in Barcelona.  (Teddy Cobeña),in Barcelona,lives,,He,,,,,,live
Q5487783,2,"Her short story  ""El Cristo de la mirada baja"" won first prize in 1986 in the International Literary Contest of the Liberator General San Martín held in Buenos Aires.  (Luz Argentina Chiriboga)",in Buenos Aires,,in 1986,"Her short story ""El Cristo de la mirada baja""",,won,,,,win
Q102870,101,The Preston area near Poplar Neck contained a substantial Quaker community and was probably an important first stop during Tubman's escape.  (Harriet Tubman),,,,Tubman's,,escape,,,,escape
Q7636984,9,"He also received a PhD in Kannada from Bangalore University and an honorary doctorate, ""Shabda Marthand"", from Gurukul Kangri University, Hardwar.  (Sumatheendra R Nadig)",,,,,,received,from Bangalore University,,He,receive
Q7636984,9,"He also received a PhD in Kannada from Bangalore University and an honorary doctorate, ""Shabda Marthand"", from Gurukul Kangri University, Hardwar.  (Sumatheendra R Nadig)",Hardwar,,,,,received,from Gurukul Kangri University,,He,receive
Q5232833,3,"He is the co-founder of Aleph Book Company, a literary publishing firm based in New Delhi.  (David Davidar)",in New Delhi,based,,Aleph Book Company,,,,,,base
Q4412673,65,"While drawing from various religious and historical themes, Malachi York continued to focus on Nubia.  (Dwight York)",,drawing,,Malachi York,,,,,,draw
Q4412673,65,"While drawing from various religious and historical themes, Malachi York continued to focus on Nubia.  (Dwight York)",,focus,,Malachi York,,,,continued,,focus
Q19526,226,"In 2021, the United States Mint announced that Angelou would be among the first women depicted on the reverse of the quarter as a part of the American Women quarters series.  (Maya Angelou)",,,In 2021,,announced,depicted,the United States Mint,,Angelou,depict
Q54117373,2,Khalaf studied media and graduated from the University of Damascus in 1993.  (Taissier Khalaf),,studied,,Khalaf,,,,,,study
Q54117373,2,Khalaf studied media and graduated from the University of Damascus in 1993.  (Taissier Khalaf),,,in 1993,Khalaf,,graduated,from the University of Damascus,,,graduate
Q3347977,43,"The day is also commemorated by JANAM, which organises street plays at Jhandapur village, in Sahibabad, where he was killed.  (Safdar Hashmi)","Jhandapur village, in Sahibabad",,,,,killed,,,he,kill
Q19864747,4,Kouanchao attended Edison High School in Minneapolis.  (Ketmani Kouanchao),in Minneapolis,attended,,Kouanchao,,,Edison High School,,,attend
Q1236772,17,"Her For My People was considered the ""most important collection of poetry written by a participant in the Chicago Black Renaissance before Gwendolyn Brooks's A Street in Bronzeville.""  (Margaret Walker)",,,,by a participant,,written,in the Chicago Black Renaissance,,,write
Q5534661,8,"Too young to work, he was assessed as educationally subnormal at his first school, and he was sent to Shelborne Road Secondary Modern.  (Geoffrey Henry Palmer)",,assessed,,,,,,,he,assess
Q5534661,8,"Too young to work, he was assessed as educationally subnormal at his first school, and he was sent to Shelborne Road Secondary Modern.  (Geoffrey Henry Palmer)",,,,he,,sent,to Shelborne Road Secondary Modern,,,send
Q97656479,9,"In addition to poetry, he wrote for newspapers and played the harmonium, rubab, and sarangi at bhajans at the village's Bala Devi temple.  (Madhosh Balhami)",,wrote,,he,,,,,,write
Q97656479,9,"In addition to poetry, he wrote for newspapers and played the harmonium, rubab, and sarangi at bhajans at the village's Bala Devi temple.  (Madhosh Balhami)",at the village's Bala Devi temple,played,,he,,,,,,play
Q704746,91,"For instance, Forman recruited the young folk star Bob Dylan  to play benefits and rallies for SNCC ( One of these rallies in Mississippi makes an appearance in the classic documentary Don't Look Back).  (James Forman)",,,,Forman,,recruited,for SNCC,,,recruit
Q15511967,31,"After leaving Gentilly, Sister Morgan roomed in various houses, mostly in the Lower Ninth Ward, an historically African American neighborhood in Orleans Parish.  (Gertrude Morgan)",Gentilly,,,Sister Morgan,,leaving,,,,leave
Q15511967,31,"After leaving Gentilly, Sister Morgan roomed in various houses, mostly in the Lower Ninth Ward, an historically African American neighborhood in Orleans Parish.  (Gertrude Morgan)",in the Lower Ninth Ward,roomed,,Sister Morgan,,,,,,room
Q8049815,2,"Since her official retirement from architectural practice in 2000, her UN-recognized NGO Heritage Foundation Pakistan has been taking on humanitarian relief work and historical conservation projects in rural villages all around Pakistan.  (Yasmeen Lari)",all around Pakistan,taking,,her UN-recognized NGO Heritage Foundation Pakistan,,,,,,take
Q8049815,2,"Since her official retirement from architectural practice in 2000, her UN-recognized NGO Heritage Foundation Pakistan has been taking on humanitarian relief work and historical conservation projects in rural villages all around Pakistan.  (Yasmeen Lari)",all around Pakistan,work,,her UN-recognized NGO Heritage Foundation Pakistan,,,,,,work
Q8049815,2,"Since her official retirement from architectural practice in 2000, her UN-recognized NGO Heritage Foundation Pakistan has been taking on humanitarian relief work and historical conservation projects in rural villages all around Pakistan.  (Yasmeen Lari)",all around Pakistan,projects,,her UN-recognized NGO Heritage Foundation Pakistan,,,,,,project
Q2763668,9,"She completed Master of Science in Library Science from Drexel University, Philadelphia, in 1962 and M.S. in South Asian Studies from University of Pennsylvania, Philadelphia, in 1973.  (Panna Naik)",Philadelphia,,in 1962,She,,completed,from Drexel University,,,complete
Q2763668,9,"She completed Master of Science in Library Science from Drexel University, Philadelphia, in 1962 and M.S. in South Asian Studies from University of Pennsylvania, Philadelphia, in 1973.  (Panna Naik)",Philadelphia,,in 1973,She,,completed,from University of Pennsylvania,,,complete
Q1058,421,"In March 2021, Modi received his first COVID-19 vaccine dose at the All India Institute of Medical Sciences, New Delhi.  (Narendra Modi)",New Delhi,,In March 2021,,,received,at the All India Institute of Medical Sciences,,Modi,receive
Q5085940,1,She grew up in a prominent abolitionist family in Philadelphia.  (Charlotte Forten Grimké),in Philadelphia,grew,,She,,,,,,grow
Q7646413,11,"In the past, he has held the office of the President, Punjabi Sahit Akademi, Ludhiana.  (Surjit Paatar)",Ludhiana,held,,,,,Punjabi Sahit Akademi,,,hold
Q55759,10,"They include Fakira (1959), which is in its 19th edition and received a state government award in 1961.  (Annabhau Sathe)",,,in 1961,,,received,,,Fakira,receive
Q7689187,13,"In 1950s, he established the Union of Burma Exporters Oriental Corporation also becoming its Director.  (Taw Phaya Galay)",,,In 1950s,he,,established,the Union of Burma Exporters Oriental Corporation,,,establish
Q1779721,12,"She has a PhD from the University of Birmingham, U.K. (1993–1996) Centre for Cultural Studies.  (Rozena Maart)",U.K.,has,,She,,,from the University of Birmingham,,,have
Q1712707,5,"In 1957 he emigrated to the United Kingdom, where he settled in London and worked as an enforcer and frontman for the notorious slum landlord Peter Rachman, a role he professed to dislike, but which paid for his lifestyle.  (Michael X)",to the United Kingdom,,In 1957,he,,emigrated,,,,emigrate
Q1712707,5,"In 1957 he emigrated to the United Kingdom, where he settled in London and worked as an enforcer and frontman for the notorious slum landlord Peter Rachman, a role he professed to dislike, but which paid for his lifestyle.  (Michael X)",in London,,,he,,settled,,,,settle
Q1712707,5,"In 1957 he emigrated to the United Kingdom, where he settled in London and worked as an enforcer and frontman for the notorious slum landlord Peter Rachman, a role he professed to dislike, but which paid for his lifestyle.  (Michael X)",in London,worked,,he,,,,,,work
Q1712707,5,"In 1957 he emigrated to the United Kingdom, where he settled in London and worked as an enforcer and frontman for the notorious slum landlord Peter Rachman, a role he professed to dislike, but which paid for his lifestyle.  (Michael X)",,dislike,,he,professed,,,,,dislike
Q5756665,20,"She was the founder editor of Adharxila, a monthly literary magazine, published from Guwahati from 2001 to 2002.  (Rita Chowdhury)",,,,She,,founder,of Adharxila,,,founder
Q5756665,20,"She was the founder editor of Adharxila, a monthly literary magazine, published from Guwahati from 2001 to 2002.  (Rita Chowdhury)",from Guwahati,published,from 2001 to 2002,,,,,,Adharxila,publish
Q4670213,2,He was a professor of Bengali literature at the University of Rajshahi and worked for the government as the Director General of the Bangla Academy from 1986 until his death.  (Abu Hena Mustafa Kamal),,professor,,He,,,at the University of Rajshahi,,,professor
Q4670213,2,He was a professor of Bengali literature at the University of Rajshahi and worked for the government as the Director General of the Bangla Academy from 1986 until his death.  (Abu Hena Mustafa Kamal),,worked,from 1986,He,,,of the Bangla Academy,,,work
